Search Name:	timsTOF_JX_Mouse_10ng_90min_msconvert/results1
			timsTOF_JX_Mouse_10ng_90min_msconvert/results1					
[1073]		P21981	TGM2_MOUSE	1	1.9	6.3e-8	77061.7	MOUSE	Protein-glutamine gamma-glutamyltransferase 2
[1074]		P17225	PTBP1_MOUSE	3	4.4	2.3e-4	56478.6	MOUSE	Polypyrimidine tract-binding protein 1
[1075]		P06537	GCR_MOUSE	2	4.6	1.7e-6	86053.5	MOUSE	Glucocorticoid receptor
[1076]		P81117	NUCB2_MOUSE	4	11.4	1.9e-5	50304.9	MOUSE	Nucleobindin-2
[1077]		Q571I9	A16A1_MOUSE	2	3.1	8.0e-6	84756.5	MOUSE	Aldehyde dehydrogenase family 16 member A1
[1078]		Q8CBW3	ABI1_MOUSE	4	10.8	5.8e-5	52287.9	MOUSE	Abl interactor 1
[1079]		P42125	ECI1_MOUSE	2	8.7	2.7e-6	32250.7	MOUSE	Enoyl-CoA delta isomerase 1, mitochondrial
[1080]		P54823	DDX6_MOUSE	1	2.1	7.9e-9	54192.1	MOUSE	Probable ATP-dependent RNA helicase DDX6
[1081]		Q8BH58	TIPRL_MOUSE	1	4.1	6.7e-7	31253.9	MOUSE	TIP41-like protein
[1082]		Q9JLC3	MSRB1_MOUSE	1	9.5	8.3e-8	12788.4	MOUSE	Methionine-R-sulfoxide reductase B1
[1083]		O35593	PSDE_MOUSE	1	4.2	4.2e-7	34577.4	MOUSE	26S proteasome non-ATPase regulatory subunit 14
[1084]		Q9ESZ8	GTF2I_MOUSE	2	2.6	1.1e-6	112266.3	MOUSE	General transcription factor II-I
[1085]		Q64378	FKBP5_MOUSE	1	2.9	1.3e-7	50966.5	MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP5
[1086]		D0QMC3	MNDAL_MOUSE	2	5.8	7.6e-7	60526.8	MOUSE	Myeloid cell nuclear differentiation antigen-like protein
[1087]		Q62446	FKBP3_MOUSE	2	9.8	2.7e-7	25148.0	MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP3
[1088]		P23506	PIMT_MOUSE	2	11.0	3.5e-7	24634.6	MOUSE	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
[1089]		Q64735	CR1L_MOUSE	2	6.0	4.4e-6	53763.1	MOUSE	Complement component receptor 1-like protein
[1090]		Q9D880	TIM50_MOUSE	2	6.2	7.5e-5	39776.8	MOUSE	Mitochondrial import inner membrane translocase subunit TIM50
[1091]		Q9DAA6	EXOS1_MOUSE	1	8.2	1.0e-7	21423.9	MOUSE	Exosome complex component CSL4
[1092]		Q3TKT4	SMCA4_MOUSE	4	2.1	4.9e-5	181428.7	MOUSE	Transcription activator BRG1
[1093]		P63276	RS17_MOUSE	3	16.3	3.5e-5	15524.2	MOUSE	40S ribosomal protein S17
[1094]		Q99M15	PPIP2_MOUSE	1	3.6	8.1e-8	38948.5	MOUSE	Proline-serine-threonine phosphatase-interacting protein 2
[1095]		Q9Z2U0	PSA7_MOUSE	3	14.5	9.2e-6	27855.1	MOUSE	Proteasome subunit alpha type-7
[1096]		Q02650	PAX5_MOUSE	1	3.8	2.5e-7	42231.7	MOUSE	Paired box protein Pax-5
[1097]		Q80WJ7	LYRIC_MOUSE	2	4.1	1.2e-5	63846.5	MOUSE	Protein LYRIC
[1098]		Q8BJU0	SGTA_MOUSE	2	7.9	6.4e-6	34322.7	MOUSE	Small glutamine-rich tetratricopeptide repeat-containing protein alpha
[1099]		P04186	CFAB_MOUSE	1	2.2	1.8e-7	85005.3	MOUSE	Complement factor B
[1100]		P20060	HEXB_MOUSE	4	7.8	1.8e-4	61116.2	MOUSE	Beta-hexosaminidase subunit beta
[1101]		P63328	PP2BA_MOUSE	4	10.7	1.0e-5	58644.3	MOUSE	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
[1102]		Q80UP5	AN13A_MOUSE	1	2.2	9.5e-6	67178.0	MOUSE	Ankyrin repeat domain-containing protein 13A
[1103]		Q9WU62	INCE_MOUSE	3	4.2	3.6e-5	101209.4	MOUSE	Inner centromere protein
[1104]		P41731	CD63_MOUSE	1	4.6	4.7e-8	25766.9	MOUSE	CD63 antigen
[1105]		Q9QZ47	TNNT3_MOUSE	2	8.8	1.3e-5	32241.1	MOUSE	Troponin T, fast skeletal muscle
[1106]		P70315	WASP_MOUSE	1	2.9	7.0e-6	54192.2	MOUSE	Wiskott-Aldrich syndrome protein homolog
[1107]		Q01405	SC23A_MOUSE	1	2.1	9.4e-7	86162.6	MOUSE	Protein transport protein Sec23A
[1108]		Q9EQH2	ERAP1_MOUSE	3	3.9	5.8e-5	106600.2	MOUSE	Endoplasmic reticulum aminopeptidase 1
[1109]		Q8BZ09	ODC_MOUSE	1	4.7	6.0e-7	33229.2	MOUSE	Mitochondrial 2-oxodicarboxylate carrier
[1110]		P56394	COX17_MOUSE	2	27.0	2.9e-6	6784.1	MOUSE	Cytochrome c oxidase copper chaperone
[1111]		O88712	CTBP1_MOUSE	3	7.0	3.7e-5	47745.0	MOUSE	C-terminal-binding protein 1
[1112]		Q6P5B0	RRP12_MOUSE	1	1.2	4.4e-6	143132.3	MOUSE	RRP12-like protein
[1113]		Q9QZ88	VPS29_MOUSE	4	19.8	1.4e-5	20495.9	MOUSE	Vacuolar protein sorting-associated protein 29
[1114]		P97821	CATC_MOUSE	1	2.6	2.4e-5	52376.9	MOUSE	Dipeptidyl peptidase 1
[1115]		P83882	RL36A_MOUSE	2	16.0	2.3e-7	12440.9	MOUSE	60S ribosomal protein L36a
[1116]		Q8BHG1	NRDC_MOUSE	3	3.7	1.4e-5	132892.4	MOUSE	Nardilysin
[1117]		Q61550	RAD21_MOUSE	2	3.3	7.7e-6	72083.6	MOUSE	Double-strand-break repair protein rad21 homolog
[1118]		Q9CQ62	DECR_MOUSE	1	3.0	1.2e-7	36214.1	MOUSE	2,4-dienoyl-CoA reductase, mitochondrial
[1119]		P58021	TM9S2_MOUSE	1	1.8	4.7e-7	75330.8	MOUSE	Transmembrane 9 superfamily member 2
[1120]		Q9Z2Q6	SEPT5_MOUSE	1	3.3	2.5e-7	42748.3	MOUSE	Septin-5
[1121]		Q8CHP8	PGP_MOUSE	3	10.3	1.2e-4	34541.0	MOUSE	Glycerol-3-phosphate phosphatase
[1122]		Q99J99	THTM_MOUSE	2	8.1	9.1e-7	33023.5	MOUSE	3-mercaptopyruvate sulfurtransferase
[1123]		Q9CQZ5	NDUA6_MOUSE	1	13.0	6.7e-6	15282.9	MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
[1124]		Q3B7Z2	OSBP1_MOUSE	2	3.0	6.2e-7	88797.3	MOUSE	Oxysterol-binding protein 1
[1125]		Q64674	SPEE_MOUSE	3	11.3	3.4e-5	33995.2	MOUSE	Spermidine synthase
[1126]		P47811-4	MK14_MOUSE	4	16.6	3.3e-5	32327.2	MOUSE	Isoform 4 of Mitogen-activated protein kinase 14
[1126-1]	2	P47811	MK14_MOUSE	6	18.1	3.3e-5	41287.6	MOUSE	Mitogen-activated protein kinase 14
[1126-2]	2	P47811-3	MK14_MOUSE	5	15.0	3.3e-5	41487.8	MOUSE	Isoform 3 of Mitogen-activated protein kinase 14
[1127]		Q9JJ28	FLII_MOUSE	2	2.0	2.7e-5	144804.4	MOUSE	Protein flightless-1 homolog
[1128]		P70269	CATE_MOUSE	2	4.5	3.0e-5	42938.0	MOUSE	Cathepsin E
[1129]		P56812	PDCD5_MOUSE	3	26.2	7.8e-5	14275.2	MOUSE	Programmed cell death protein 5
[1130]		Q8BSM7	LAT3_MOUSE	1	2.0	1.7e-7	62644.9	MOUSE	Large neutral amino acids transporter small subunit 3
[1131]		Q6Q899	DDX58_MOUSE	1	1.2	1.0e-6	105976.4	MOUSE	Probable ATP-dependent RNA helicase DDX58
[1132]		Q5PSV9	MDC1_MOUSE	1	0.9	6.7e-7	184671.8	MOUSE	Mediator of DNA damage checkpoint protein 1
[1133]		Q5SSI6	UTP18_MOUSE	2	5.6	3.9e-7	61218.7	MOUSE	U3 small nucleolar RNA-associated protein 18 homolog
[1134]		Q7TPD0	INT3_MOUSE	1	2.6	1.5e-6	117938.7	MOUSE	Integrator complex subunit 3
[1135]		Q9CQU3	RER1_MOUSE	1	10.2	2.2e-6	22988.3	MOUSE	Protein RER1
[1136]		P17427	AP2A2_MOUSE	2	2.7	1.2e-4	104017.4	MOUSE	AP-2 complex subunit alpha-2
[1137]		Q60739	BAG1_MOUSE	2	7.3	7.5e-7	39740.7	MOUSE	BAG family molecular chaperone regulator 1
[1138]		Q8BXV2	BRI3B_MOUSE	2	5.5	4.4e-7	28263.4	MOUSE	BRI3-binding protein
[1139]		P62830	RL23_MOUSE	2	16.4	2.7e-6	14865.6	MOUSE	60S ribosomal protein L23
[1140]		Q64261	CDK6_MOUSE	1	4.3	6.4e-6	37028.7	MOUSE	Cyclin-dependent kinase 6
[1141]		O89023	TPP1_MOUSE	1	2.5	5.3e-6	61342.8	MOUSE	Tripeptidyl-peptidase 1
[1142]		Q9CZ15	PSF1_MOUSE	1	7.1	1.9e-6	22893.4	MOUSE	DNA replication complex GINS protein PSF1
[1143]		O09165	CASQ1_MOUSE	2	4.2	2.6e-5	46378.3	MOUSE	Calsequestrin-1
[1144]		P70202	LXN_MOUSE	1	8.1	4.5e-7	25492.0	MOUSE	Latexin
[1145]		Q99JR8	SMRD2_MOUSE	5	8.9	1.8e-4	59085.7	MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
[1146]		P62245	RS15A_MOUSE	4	28.5	1.8e-4	14839.6	MOUSE	40S ribosomal protein S15a
[1147]		Q9CQR2	RS21_MOUSE	2	22.9	1.0e-5	9141.4	MOUSE	40S ribosomal protein S21
[1148]		P60670	NPL4_MOUSE	2	4.1	1.8e-5	68017.8	MOUSE	Nuclear protein localization protein 4 homolog
[1149]		Q9D1Q6	ERP44_MOUSE	2	5.7	3.4e-6	46853.4	MOUSE	Endoplasmic reticulum resident protein 44
[1150]		O55022	PGRC1_MOUSE	1	10.3	1.7e-7	21694.4	MOUSE	Membrane-associated progesterone receptor component 1
[1151]		Q60865	CAPR1_MOUSE	4	6.1	3.2e-5	78169.5	MOUSE	Caprin-1
[1152]		Q11011	PSA_MOUSE	4	5.0	5.5e-5	103326.3	MOUSE	Puromycin-sensitive aminopeptidase
[1153]		P58058	NADK_MOUSE	2	6.8	6.3e-5	48597.8	MOUSE	NAD kinase
[1154]		Q8VH51	RBM39_MOUSE	4	6.6	1.0e-5	59407.1	MOUSE	RNA-binding protein 39
[1155]		P39749	FEN1_MOUSE	3	8.5	1.2e-5	42315.0	MOUSE	Flap endonuclease 1
[1156]		Q9CXE7	TMED5_MOUSE	2	9.2	1.2e-4	26172.1	MOUSE	Transmembrane emp24 domain-containing protein 5
[1157]		Q8BLF1	NCEH1_MOUSE	3	8.6	6.7e-6	45740.0	MOUSE	Neutral cholesterol ester hydrolase 1
[1158]		Q3UKJ7	SMU1_MOUSE	4	7.0	1.3e-4	57544.4	MOUSE	WD40 repeat-containing protein SMU1
[1159]		O88384	VTI1B_MOUSE	1	5.6	1.4e-6	26713.7	MOUSE	Vesicle transport through interaction with t-SNAREs homolog 1B
[1160]		P20444	KPCA_MOUSE	1	1.9	1.6e-6	76852.7	MOUSE	Protein kinase C alpha type
[1161]		O54734	OST48_MOUSE	5	11.3	2.4e-5	49028.3	MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
[1162]		P61022	CHP1_MOUSE	1	6.2	2.3e-6	22432.3	MOUSE	Calcineurin B homologous protein 1
[1163]		Q9DCM0	ETHE1_MOUSE	2	8.3	3.3e-5	27739.1	MOUSE	Persulfide dioxygenase ETHE1, mitochondrial
[1164]		Q8K297	GT251_MOUSE	1	2.3	4.6e-6	71061.1	MOUSE	Procollagen galactosyltransferase 1
[1165]		Q9JMG1	EDF1_MOUSE	2	10.1	1.3e-4	16368.8	MOUSE	Endothelial differentiation-related factor 1
[1166]		Q9WVA2	TIM8A_MOUSE	1	11.3	1.7e-6	11042.6	MOUSE	Mitochondrial import inner membrane translocase subunit Tim8 A
[1167]		Q6ZQI3	MLEC_MOUSE	2	8.6	5.1e-5	32342.4	MOUSE	Malectin
[1168]		Q9CR68	UCRI_MOUSE	1	2.9	9.7e-7	29367.9	MOUSE	Cytochrome b-c1 complex subunit Rieske, mitochondrial
[1169]		Q9EPK7	XPO7_MOUSE	1	1.0	1.7e-6	123811.5	MOUSE	Exportin-7
[1170]		E9Q4P1	WDFY1_MOUSE	1	3.4	4.3e-7	46218.1	MOUSE	WD repeat and FYVE domain-containing protein 1
[1171]		O55029	COPB2_MOUSE	1	1.1	4.7e-7	102450.1	MOUSE	Coatomer subunit beta'
[1172]		P46664	PURA2_MOUSE	2	5.3	4.1e-4	50021.5	MOUSE	Adenylosuccinate synthetase isozyme 2
[1173]		Q3TIX9	SNUT2_MOUSE	1	2.1	2.5e-6	65146.8	MOUSE	U4/U6.U5 tri-snRNP-associated protein 2
[1174]		O09106	HDAC1_MOUSE	3	6.0	7.6e-6	55075.5	MOUSE	Histone deacetylase 1
[1174-1]	1	P70288	HDAC2_MOUSE	2	4.3	7.6e-6	55302.6	MOUSE	Histone deacetylase 2
[1175]		Q8K352	SASH3_MOUSE	2	7.1	2.0e-5	41608.9	MOUSE	SAM and SH3 domain-containing protein 3
[1176]		Q8R1N0	ZN830_MOUSE	2	9.9	9.5e-6	40658.4	MOUSE	Zinc finger protein 830
[1177]		Q99KF1	TMED9_MOUSE	1	4.7	1.5e-5	27127.4	MOUSE	Transmembrane emp24 domain-containing protein 9
[1178]		Q9DBS1	TMM43_MOUSE	2	5.8	8.2e-6	44783.7	MOUSE	Transmembrane protein 43
[1179]		Q8BX10	PGAM5_MOUSE	1	4.2	2.3e-6	31994.6	MOUSE	Serine/threonine-protein phosphatase PGAM5, mitochondrial
[1180]		Q91WS0	CISD1_MOUSE	2	25.9	2.8e-6	12097.1	MOUSE	CDGSH iron-sulfur domain-containing protein 1
[1181]		P34884	MIF_MOUSE	3	24.3	4.0e-5	12504.4	MOUSE	Macrophage migration inhibitory factor
[1182]		Q91YW3	DNJC3_MOUSE	2	4.2	5.1e-6	57464.5	MOUSE	DnaJ homolog subfamily C member 3
[1183]		Q99J09	MEP50_MOUSE	1	5.0	1.1e-6	36942.9	MOUSE	Methylosome protein 50
[1184]		Q06185	ATP5I_MOUSE	1	16.9	9.5e-6	8235.7	MOUSE	ATP synthase subunit e, mitochondrial
[1185]		P62862	RS30_MOUSE	2	18.6	6.4e-6	6647.9	MOUSE	40S ribosomal protein S30
[1186]		P26516	PSMD7_MOUSE	3	9.7	3.6e-5	36540.1	MOUSE	26S proteasome non-ATPase regulatory subunit 7
[1187]		P97822	AN32E_MOUSE	1	5.0	4.3e-6	29622.7	MOUSE	Acidic leucine-rich nuclear phosphoprotein 32 family member E
[1188]		P40237	CD82_MOUSE	1	4.1	4.9e-7	29628.8	MOUSE	CD82 antigen
[1189]		Q8CFE2	HPF1_MOUSE	2	6.4	1.5e-6	39291.6	MOUSE	Histone PARylation factor 1
[1190]		P62274	RS29_MOUSE	2	33.9	5.5e-6	6676.8	MOUSE	40S ribosomal protein S29
[1191]		P46467	VPS4B_MOUSE	3	8.8	1.1e-6	49419.7	MOUSE	Vacuolar protein sorting-associated protein 4B
[1192]		Q8VD58	EVI2B_MOUSE	3	5.9	3.5e-5	47993.7	MOUSE	Protein EVI2B
[1193]		P62849	RS24_MOUSE	2	9.0	1.0e-5	15423.3	MOUSE	40S ribosomal protein S24
[1194]		P60867	RS20_MOUSE	2	19.3	4.2e-5	13372.8	MOUSE	40S ribosomal protein S20
[1195]		Q9D287	SPF27_MOUSE	2	9.3	2.8e-5	26131.7	MOUSE	Pre-mRNA-splicing factor SPF27
[1196]		Q9JHJ0	TMOD3_MOUSE	5	14.8	1.3e-4	39503.0	MOUSE	Tropomodulin-3
[1197]		Q9JKX6	NUDT5_MOUSE	2	11.9	5.0e-6	23984.5	MOUSE	ADP-sugar pyrophosphatase
[1198]		P43247	MSH2_MOUSE	3	4.3	2.7e-5	104152.3	MOUSE	DNA mismatch repair protein Msh2
[1199]		Q99JX4	EIF3M_MOUSE	2	2.9	1.6e-4	42517.4	MOUSE	Eukaryotic translation initiation factor 3 subunit M
[1200]		Q9CQM9	GLRX3_MOUSE	2	6.5	9.8e-5	37778.7	MOUSE	Glutaredoxin-3
[1201]		O70400	PDLI1_MOUSE	3	12.5	5.3e-5	35774.7	MOUSE	PDZ and LIM domain protein 1
[1202]		Q8BQZ5	CPSF4_MOUSE	1	8.5	2.0e-6	23653.7	MOUSE	Cleavage and polyadenylation specificity factor subunit 4
[1203]		P49586	PCY1A_MOUSE	3	8.7	1.1e-4	41667.2	MOUSE	Choline-phosphate cytidylyltransferase A
[1204]		Q9Z0S1	BPNT1_MOUSE	1	4.5	6.3e-7	33196.3	MOUSE	3'(2'),5'-bisphosphate nucleotidase 1
[1205]		Q9EPK2	XRP2_MOUSE	1	2.6	8.6e-7	39377.3	MOUSE	Protein XRP2
[1206]		Q80UW8	RPAB1_MOUSE	1	6.7	5.5e-6	24570.5	MOUSE	DNA-directed RNA polymerases I, II, and III subunit RPABC1
[1207]		O88379	BAZ1A_MOUSE	1	0.9	2.5e-6	178460.6	MOUSE	Bromodomain adjacent to zinc finger domain protein 1A
[1208]		P09242	PPBT_MOUSE	1	2.7	2.4e-5	57514.7	MOUSE	Alkaline phosphatase, tissue-nonspecific isozyme
[1209]		Q9CWK3	CD2B2_MOUSE	1	4.1	1.4e-5	37694.7	MOUSE	CD2 antigen cytoplasmic tail-binding protein 2
[1210]		Q80ZV0	RNH2B_MOUSE	2	8.1	1.5e-5	34729.4	MOUSE	Ribonuclease H2 subunit B
[1211]		Q91XD6	VPS36_MOUSE	1	3.9	8.1e-7	43735.9	MOUSE	Vacuolar protein-sorting-associated protein 36
[1212]		P01878	IGHA_MOUSE	1	4.4	6.3e-6	36876.2	MOUSE	Ig alpha chain C region
[1213]		P63168	DYL1_MOUSE	2	24.7	1.7e-5	10366.0	MOUSE	Dynein light chain 1, cytoplasmic
[1214]		Q9QZL0	RIPK3_MOUSE	1	2.9	3.3e-6	53323.0	MOUSE	Receptor-interacting serine/threonine-protein kinase 3
[1215]		Q3UX61	NAA11_MOUSE	1	5.5	5.6e-7	24670.9	MOUSE	N-alpha-acetyltransferase 11
[1216]		O70318	E41L2_MOUSE	2	2.8	1.2e-6	109940.4	MOUSE	Band 4.1-like protein 2
[1217]		P50429	ARSB_MOUSE	4	8.1	2.8e-5	59647.6	MOUSE	Arylsulfatase B
[1218]		Q9D7E4	CS025_MOUSE	2	14.7	1.1e-5	12111.6	MOUSE	UPF0449 protein C19orf25 homolog
[1219]		P23780	BGAL_MOUSE	2	3.4	1.7e-5	73121.6	MOUSE	Beta-galactosidase
[1220]		E9Q1P8	I2BP2_MOUSE	1	2.6	2.3e-5	59292.2	MOUSE	Interferon regulatory factor 2-binding protein 2
[1221]		Q91YT0	NDUV1_MOUSE	1	2.8	7.0e-7	50834.7	MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial
[1222]		Q9CW46	RAVR1_MOUSE	2	2.7	2.7e-5	79382.6	MOUSE	Ribonucleoprotein PTB-binding 1
[1223]		Q9CQ92	FIS1_MOUSE	2	16.4	2.0e-5	17008.8	MOUSE	Mitochondrial fission 1 protein
[1224]		Q8BVF2	PDCL3_MOUSE	1	5.4	9.0e-6	27581.4	MOUSE	Phosducin-like protein 3
[1225]		Q62189	SNRPA_MOUSE	2	9.1	1.2e-4	31835.6	MOUSE	U1 small nuclear ribonucleoprotein A
[1226]		P22437	PGH1_MOUSE	1	2.0	1.2e-6	69043.0	MOUSE	Prostaglandin G/H synthase 1
[1227]		Q91WK2	EIF3H_MOUSE	2	8.2	1.4e-4	39832.6	MOUSE	Eukaryotic translation initiation factor 3 subunit H
[1228]		Q9WUK2	IF4H_MOUSE	1	5.2	8.1e-6	27341.2	MOUSE	Eukaryotic translation initiation factor 4H
[1229]		P20491	FCERG_MOUSE	1	15.1	2.0e-5	9652.6	MOUSE	High affinity immunoglobulin epsilon receptor subunit gamma
[1230]		P55264	ADK_MOUSE	1	3.6	3.8e-6	40149.1	MOUSE	Adenosine kinase
[1231]		Q9R0Q3	TMED2_MOUSE	1	4.5	1.5e-6	22705.3	MOUSE	Transmembrane emp24 domain-containing protein 2
[1232]		O88855	LT4R1_MOUSE	2	6.8	2.8e-5	38252.6	MOUSE	Leukotriene B4 receptor 1
[1233]		O70126	AURKB_MOUSE	1	3.5	6.3e-6	39384.6	MOUSE	Aurora kinase B
[1234]		P57784	RU2A_MOUSE	4	18.4	1.6e-5	28357.7	MOUSE	U2 small nuclear ribonucleoprotein A'
[1235]		Q9D1C8	VPS28_MOUSE	1	6.3	1.0e-6	25452.4	MOUSE	Vacuolar protein sorting-associated protein 28 homolog
[1236]		Q8BYC6	TAOK3_MOUSE	2	2.9	7.2e-5	105336.6	MOUSE	Serine/threonine-protein kinase TAO3
[1237]		O88544	CSN4_MOUSE	2	5.4	1.1e-5	46285.2	MOUSE	COP9 signalosome complex subunit 4
[1238]		Q8R326	PSPC1_MOUSE	2	4.2	5.5e-6	58759.0	MOUSE	Paraspeckle component 1
[1239]		P62311	LSM3_MOUSE	1	11.8	9.1e-7	11845.5	MOUSE	U6 snRNA-associated Sm-like protein LSm3
[1240]		Q8BY89	CTL2_MOUSE	2	4.0	4.4e-5	80110.7	MOUSE	Choline transporter-like protein 2
[1241]		O35405	PLD3_MOUSE	1	2.5	4.1e-6	54389.5	MOUSE	Phospholipase D3
[1242]		Q80UM3	NAA15_MOUSE	1	1.3	1.5e-6	100962.0	MOUSE	N-alpha-acetyltransferase 15, NatA auxiliary subunit
[1243]		P51807	DYLT1_MOUSE	1	14.2	7.0e-5	12483.2	MOUSE	Dynein light chain Tctex-type 1
[1244]		Q9DBZ5	EIF3K_MOUSE	2	11.5	5.5e-5	25086.9	MOUSE	Eukaryotic translation initiation factor 3 subunit K
[1245]		Q9WTR1	TRPV2_MOUSE	2	4.0	1.3e-6	85966.2	MOUSE	Transient receptor potential cation channel subfamily V member 2
[1246]		P35282	RAB21_MOUSE	3	14.4	1.5e-4	24106.5	MOUSE	Ras-related protein Rab-21
[1247]		Q8R0T6	AGRG3_MOUSE	2	3.0	1.9e-5	60073.0	MOUSE	Adhesion G protein-coupled receptor G3
[1248]		Q9QVP9	FAK2_MOUSE	3	3.0	6.9e-5	115795.4	MOUSE	Protein-tyrosine kinase 2-beta
[1249]		Q8BRF7	SCFD1_MOUSE	2	2.2	4.0e-6	72323.5	MOUSE	Sec1 family domain-containing protein 1
[1250]		Q6P1B1	XPP1_MOUSE	1	1.9	8.0e-7	69591.9	MOUSE	Xaa-Pro aminopeptidase 1
[1251]		Q9QWF0	CAF1A_MOUSE	2	4.4	9.0e-6	101936.5	MOUSE	Chromatin assembly factor 1 subunit A
[1252]		Q8BSQ9	PB1_MOUSE	2	1.8	4.0e-5	187189.8	MOUSE	Protein polybromo-1
[1253]		Q9DBP5	KCY_MOUSE	4	23.5	4.4e-5	22165.5	MOUSE	UMP-CMP kinase
[1254]		P63325	RS10_MOUSE	1	8.5	8.8e-6	18915.9	MOUSE	40S ribosomal protein S10
[1255]		Q61830	MRC1_MOUSE	1	0.9	4.5e-7	164982.7	MOUSE	Macrophage mannose receptor 1
[1256]		Q9CQQ7	AT5F1_MOUSE	1	3.9	6.6e-6	28949.1	MOUSE	ATP synthase F(0) complex subunit B1, mitochondrial
[1257]		P97352	S10AD_MOUSE	2	23.5	2.0e-4	11157.9	MOUSE	Protein S100-A13
[1258]		Q9DC48	PRP17_MOUSE	1	2.1	9.8e-6	65461.8	MOUSE	Pre-mRNA-processing factor 17
[1259]		P39054	DYN2_MOUSE	4	4.6	3.8e-5	98146.1	MOUSE	Dynamin-2
[1260]		P54822	PUR8_MOUSE	3	6.8	1.1e-5	54866.7	MOUSE	Adenylosuccinate lyase
[1261]		Q9R0M6	RAB9A_MOUSE	1	7.0	2.7e-6	22909.9	MOUSE	Ras-related protein Rab-9A
[1262]		O89079	COPE_MOUSE	1	3.9	1.9e-6	34567.4	MOUSE	Coatomer subunit epsilon
[1263]		Q6ZWQ7	SPCS3_MOUSE	2	11.7	1.7e-5	20313.6	MOUSE	Signal peptidase complex subunit 3
[1264]		Q8BWG8	ARRB1_MOUSE	2	5.5	2.7e-6	46972.9	MOUSE	Beta-arrestin-1
[1265]		Q8BHJ5	TBL1R_MOUSE	2	7.0	2.3e-5	55661.4	MOUSE	F-box-like/WD repeat-containing protein TBL1XR1
[1266]		P58059	RT21_MOUSE	1	16.1	3.1e-6	10561.4	MOUSE	28S ribosomal protein S21, mitochondrial
[1267]		Q9ERH4	NUSAP_MOUSE	1	3.0	2.6e-4	48573.3	MOUSE	Nucleolar and spindle-associated protein 1
[1268]		Q9D964	GATM_MOUSE	2	6.9	4.0e-5	48297.7	MOUSE	Glycine amidinotransferase, mitochondrial
[1269]		P31938	MP2K1_MOUSE	2	6.6	1.8e-4	43474.4	MOUSE	Dual specificity mitogen-activated protein kinase kinase 1
[1269-1]	1	Q63932	MP2K2_MOUSE	2	6.5	4.5e-4	44402.4	MOUSE	Dual specificity mitogen-activated protein kinase kinase 2
[1270]		Q7TSG2	CTDP1_MOUSE	1	1.7	4.7e-6	104555.1	MOUSE	RNA polymerase II subunit A C-terminal domain phosphatase
[1271]		Q8CHT0	AL4A1_MOUSE	1	2.7	1.6e-5	61841.1	MOUSE	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial
[1272]		O88593	PGRP1_MOUSE	1	6.6	2.4e-5	20489.4	MOUSE	Peptidoglycan recognition protein 1
[1273]		O89110	CASP8_MOUSE	1	2.5	2.0e-5	55357.4	MOUSE	Caspase-8
[1274]		P48428	TBCA_MOUSE	2	15.7	3.3e-4	12757.8	MOUSE	Tubulin-specific chaperone A
[1275]		Q60749	KHDR1_MOUSE	2	5.2	1.4e-5	48371.0	MOUSE	KH domain-containing, RNA-binding, signal transduction-associated protein 1
[1276]		P97429	ANXA4_MOUSE	1	4.7	9.7e-6	35916.1	MOUSE	Annexin A4
[1277]		Q99K85	SERC_MOUSE	4	12.2	6.8e-5	40472.9	MOUSE	Phosphoserine aminotransferase
[1278]		Q9DC69	NDUA9_MOUSE	4	12.5	2.0e-5	42525.6	MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
[1279]		P01887	B2MG_MOUSE	1	8.4	1.7e-6	13779.1	MOUSE	Beta-2-microglobulin
[1280]		Q99J95	CDK9_MOUSE	1	3.2	2.3e-5	42762.0	MOUSE	Cyclin-dependent kinase 9
[1281]		Q9CQX4	PAF15_MOUSE	1	14.5	4.2e-6	11993.6	MOUSE	PCNA-associated factor
[1282]		Q8C0E2	VP26B_MOUSE	3	11.6	7.1e-5	39124.9	MOUSE	Vacuolar protein sorting-associated protein 26B
[1283]		Q99J36	THUM1_MOUSE	1	4.3	1.5e-6	38885.3	MOUSE	THUMP domain-containing protein 1
[1284]		Q6NXN1	SZRD1_MOUSE	1	7.9	2.4e-6	16998.2	MOUSE	SUZ domain-containing protein 1
[1285]		Q99LB6	MAT2B_MOUSE	2	7.5	6.4e-5	37392.9	MOUSE	Methionine adenosyltransferase 2 subunit beta
[1286]		Q8BVE3	VATH_MOUSE	2	5.8	7.3e-5	55855.5	MOUSE	V-type proton ATPase subunit H
[1287]		Q8K4I3	ARHG6_MOUSE	3	4.4	1.7e-5	87052.3	MOUSE	Rho guanine nucleotide exchange factor 6
